Station Name,Accessibilité ,Adjacent building,Adjacent station,Adresse ,Architect,Architecte(s) ,Area,Artiste(s) ,Autocar liO ,Bus ,Bus Tisséo ,"Bus, Navette Tisséo ",Capital cost,Connecting line,Construction ,Coordonnéesgéographiques ,Date of official closure,Date of official opening,Different from,Elevation above sea level,Exploitant ,Has part(s),Has use,Heritage designation,Inception,Interchange station,Ligne(s) ,Linéo Tisséo ,Linéo TisséoNavette Tisséo ,Localisation,Located in or next to body of water,Located on street,Location,Mise en service ,Métro ,Named after,Navette Tisséo ,Nombre d'accès ,Operator,Owned by,Part of,Pays,Position parrapport au sol ,Pronunciation audio,Propriétaire ,Quais ,Quartier ,Quartier de Toulouse ,Replaces,Service entry,Significant event,Street address,Structure replaces,TAD Tisséo ,TER ,TER Occitanie ,Train ,Train urbain ,Trains ,Tramway ,Transit annuel ,Transport network,Téléphérique ,Ville,Visitors per year,Voies ,  ,  Train urbain ,​​​​​​​​​​​​​​​ ,​​​​​​​​​​​​​​​ BHNS ,​​​​​​​​​​​​​​​ Bus 
Exelmans (Paris Metro),,,"Porte de Saint-Cloud (Pont de Sèvres, Paris Métro Line 9)Michel-Ange – Molitor (Mairie de Montreuil, Paris Métro Line 9)",,,,,,,,,,,Paris Métro Line 9,,,,8 November 1922,,,,,,,,,,,,"48° 50′ 34.59″ N, 2° 15′ 36.13″ E",,,"16th arrondissement of Paris, Paris, Grand Paris, France",,,boulevard Exelmans,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Faidherbe - Chaligny (Paris Metro),,,"Ledru-Rollin (Balard, Paris Métro Line 8)Reuilly - Diderot (Pointe du Lac, Paris Métro Line 8)",,,,,,,,,,,Paris Métro Line 8,,,,5 May 1931,,,,,,,,,,,,"48° 51′ 01.17″ N, 2° 23′ 03.09″ E",,,11th arrondissement of Paris12th arrondissement of ParisFrance,,,rue Faidherberue Chaligny,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Félix Faure (Paris Metro),,,"Boucicaut (Balard, Paris Métro Line 8)Commerce (Pointe du Lac, Paris Métro Line 8)",,,,,,,,,,,Paris Métro Line 8,,,,27 July 1937,,,,,,,1937,,,,,"48° 50′ 33.57″ N, 2° 17′ 30.26″ E",,,"15th arrondissement of Paris, Paris, Grand Paris, France",,,avenue Félix-Faure,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Falguière (Paris Metro),,,"Montparnasse – Bienvenüe (Mairie d'Aubervilliers, Paris Métro Line 12)Pasteur (Mairie d'Issy, Paris Métro Line 12)",,,,,,,,,,,Paris Métro Line 12,,,,5 November 1910,,,,,,,1910,,,,,"48° 50′ 40″ N, 2° 19′ 05″ E",,,"15th arrondissement of Paris, Paris, Grand Paris, France",,,rue Falguière,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Filles du Calvaire (Paris Metro),,,"République (Balard, Paris Métro Line 8)Saint-Sébastien – Froissart (Pointe du Lac, Paris Métro Line 8)",,,,,,,,,,,Paris Métro Line 8,,,,5 May 1931,,,,,,,,,,,,"48° 51′ 50.66″ N, 2° 21′ 58.04″ E",,,3rd arrondissement of Paris11th arrondissement of ParisFrance,,,Boulevard des Filles-du-Calvaire,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Fort d'Aubervilliers (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 54′ 51″ N, 2° 24′ 13″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Fourche (Paris Metro),,,"Brochant (Les Courtilles, Paris Métro Line 13)Guy Môquet (Saint-Denis – Université, Paris Métro Line 13)Place de Clichy (Châtillon - Montrouge, Paris Métro Line 13)",,,,,,,,,,,Paris Métro Line 13,,,,26 February 1911,,,,,,,,,,,,"48° 53′ 13″ N, 2° 19′ 33″ E",,,17th arrondissement of Paris18th arrondissement of ParisFrance,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Front populaire (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 54′ 25″ N, 2° 21′ 57″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Péri (Paris Metro),,,"Les Agnettes (Les Courtilles, Paris Métro Line 13)Mairie de Clichy (Châtillon - Montrouge, Paris Métro Line 13)",,,,,,,,,,,Paris Métro Line 13,,,,3 May 1980,,,,,,,1980,,,,,"48° 54′ 59″ N, 2° 17′ 39.01″ E",,,Asnières-sur-SeineGennevilliersFrance,,,Gabriel Péri,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Franklin D. Roosevelt (Paris Metro),,,"George V (La Défense, Paris Métro Line 1)Champs-Élysées - Clemenceau (Château de Vincennes, Paris Métro Line 1)Alma - Marceau (Pont de Sèvres, Paris Métro Line 9)Saint-Philippe du Roule (Mairie de Montreuil, Paris Métro Line 9)",,,,,,,,,,,Paris Métro Line 1Paris Métro Line 9 (1923–),,,,19 July 1900 (Paris Métro Line 1),,,,,,,,,,,,"48° 52′ 09.5″ N, 2° 18′ 29.91″ E",,,"8th arrondissement of Paris, Paris, Grand Paris, France",,,avenue Franklin-D.-Roosevelt (1946–),,,RATP (1949–),RATP (1949–),,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Gaîté (Paris Metro),,,"Montparnasse – Bienvenüe (Les Courtilles, Saint-Denis – Université, Paris Métro Line 13)Pernety (Châtillon - Montrouge, Paris Métro Line 13)",,,,,,,,,,,Paris Métro Line 13,,,,21 January 1937,,,,,,,,,,,,"48° 50′ 20″ N, 2° 19′ 21″ E",,,"14th arrondissement of Paris, Paris, Grand Paris, France",,,rue de la GaîtéJosephine Baker,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Gallieni (Paris Metro),,,"Porte de Bagnolet (Pont de Levallois – Bécon, Paris Métro Line 3)",,,,,,,,,,,Paris Métro Line 3,,,,2 April 1971,Joseph Gallieni,,,,,,,,,,,"48° 51′ 54″ N, 2° 24′ 59.98″ E",,,"Bagnolet, Seine-Saint-Denis, Île-de-France, Metropolitan France, France",,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Gare de l'Est (Paris Metro),,,"Gare du Nord (Porte de Clignancourt, Paris Métro Line 4)Château d'Eau (Bagneux–Lucie Aubrac, Paris Métro Line 4)Jacques Bonsergent (Place d'Italie, Paris Métro Line 5)Gare du Nord (Bobigny – Pablo Picasso, Paris Métro Line 5)Poissonnière (Villejuif - Louis Aragon, Mairie d'Ivry, Paris Métro Line 7)Château-Landon (La Courneuve - 8 Mai 1945, Paris Métro Line 7)",,,,,,,,,,,Paris Métro Line 4 (1908–)Paris Métro Line 5Paris Métro Line 7 (1910–),,,,15 November 1907,East Chengdu Railway StationEast Railway StationHohhot East Railway Station,,,,,,,Gare de Paris-Est,,,,"48° 52′ 33.82″ N, 2° 21′ 28.51″ E",,,"10th arrondissement of Paris, Paris, Grand Paris, France",,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Gare d'Austerlitz (Paris Metro),,,"Saint-Marcel (Place d'Italie, Paris Métro Line 5)Quai de la Rapée (Bobigny – Pablo Picasso, Paris Métro Line 5)Jussieu (Boulogne – Pont de Saint-Cloud, Paris Métro Line 10)Chevaleret (Ivry-Gambetta, Paris Métro Line 10, proposed building or structure)",,,,,,,,,,,Paris Métro Line 5Paris Métro Line 10 (1939–),,,,2 June 1906,,,,,,,,Gare d'Austerlitz,,,,"48° 50′ 33″ N, 2° 21′ 52.99″ E",,,5th arrondissement of Paris13th arrondissement of ParisFrance,,,Gare d'Austerlitz,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Gambetta (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare de Lyon (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare du Nord (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gare du Nord USFRT (Paris Metro),,,,,,,,,,,,,,,,,12 October 1942,15 November 1907,,,,,,,15 November 1907,Gare de Paris-Nord,,,,"48° 52′ 45.43″ N, 2° 21′ 15.72″ E",,,"10th arrondissement of Paris, Paris, Grand Paris, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garibaldi (Paris Metro),,,"Mairie de Saint-Ouen (Saint-Denis – Université, Paris Métro Line 13)Porte de Saint-Ouen (Châtillon - Montrouge, Paris Métro Line 13)",,,,,,,,,,,Paris Métro Line 13,,,,30 June 1952,GaribaldiGaribaldi,,,,,,,,,,,"48° 54′ 23″ N, 2° 19′ 55″ E",,,"Saint-Ouen-sur-Seine, Seine-Saint-Denis, Île-de-France, Metropolitan France, France",,,Rue Garibaldi,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
George V (Paris Metro),,,"Charles de Gaulle - Étoile (La Défense, Paris Métro Line 1)Franklin D. Roosevelt (Château de Vincennes, Paris Métro Line 1)",,,,,,,,,,,"Paris Métro Line 1 (Franklin D. Roosevelt, Charles de Gaulle - Étoile)",,,,13 August 1900,,,,,,,1900,,,,,"48° 52′ 19.14″ N, 2° 18′ 01.67″ E",,,"8th arrondissement of Paris, Paris, Grand Paris, France",,,avenue George-V,,,RATP (1949–),RATP (1949–),,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Glacière (Paris Metro),,,"Saint-Jacques (Charles de Gaulle - Étoile, Paris Métro Line 6)Corvisart (Nation, Paris Métro Line 6)",,,,,,,,,,,Paris Métro Line 6,,,,24 April 1906,,,,,,,,,,,,"48° 49′ 52.07″ N, 2° 20′ 36.53″ E",,,"13th arrondissement of Paris, Paris, Grand Paris, France",,,rue de la Glacière,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Les Gobelins (Paris Metro),,,"Place d'Italie (Villejuif - Louis Aragon, Mairie d'Ivry, Paris Métro Line 7)Censier – Daubenton (La Courneuve - 8 Mai 1945, Paris Métro Line 7)",,,,,,,,,,,Paris Métro Line 7,,,,15 February 1930,,,,,,,1930,,,,,"48° 50′ 08.99″ N, 2° 21′ 09″ E",,,"13th arrondissement of Paris, Paris, Grand Paris, France",,,avenue des Gobelins,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Goncourt (Paris Metro),,,"République (Châtelet, Paris Métro Line 11)Belleville (Rosny-Bois-Perrier, Paris Métro Line 11)",,,,,,,,,,,Paris Métro Line 11,,,,28 April 1935,,,,,,,1935,,,,,"48° 52′ 11.6″ N, 2° 22′ 15.89″ E",,,10th arrondissement of Paris11th arrondissement of ParisFrance,,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Gonesse (Paris Metro),,,"Parc des Expositions (Le Mesnil-Amelot, Paris Métro Line 17)Le Bourget - Aéroport (Saint-Denis Pleyel, Paris Métro Line 17)",,,,,,,,,,,Paris Métro Line 17,,,,,,,,,,,,,,,,"48° 58′ 42.29″ N, 2° 28′ 33″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Grands Boulevards (Paris Metro),,,"Richelieu – Drouot (Balard, Paris Métro Line 8)Bonne Nouvelle (Pointe du Lac, Paris Métro Line 8)Richelieu – Drouot (Pont de Sèvres, Paris Métro Line 9)Bonne Nouvelle (Mairie de Montreuil, Paris Métro Line 9)",,,,,,,,,,,Paris Métro Line 8Paris Métro Line 9,,,,5 May 1931,Grand Boulevard station,,,,,,1931,,,,,"48° 52′ 17.15″ N, 2° 20′ 36.56″ E",,,2nd arrondissement of Paris9th arrondissement of ParisFrance,,,Grands Boulevards,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Les Grésillons (Paris Metro),,Les Grésillons,"Saint-Denis Pleyel (Saint-Denis Pleyel, Paris Métro Line 15)Les Agnettes (Pont de Sèvres, Paris Métro Line 15)",,,,,,,,,,,Paris Métro Line 15Paris Métro Line 17,,,,,,,,,,,,,,,,"48° 55′ 11.17″ N, 2° 18′ 46.25″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Les Halles (Paris Metro),,,"Étienne Marcel (Porte de Clignancourt, Paris Métro Line 4)Châtelet (Bagneux–Lucie Aubrac, Paris Métro Line 4)",,,,,,,,,,,Paris Métro Line 4,,,,27 April 1908,Les Halles ,,,,,,,Gare de Châtelet – Les Halles,,,,"48° 51′ 43.9″ N, 2° 20′ 45.01″ E",,,"Q112334242, Q112334376",,,Les Halles,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Guy Môquet (Paris Metro),,,"Porte de Saint-Ouen (Saint-Denis – Université, Paris Métro Line 13)La Fourche (Châtillon - Montrouge, Paris Métro Line 13)",,,,,,,,,,,Paris Métro Line 13,,,,26 February 1911,,,,,,,,,,,,"48° 53′ 32″ N, 2° 19′ 38″ E",,,17th arrondissement of Paris18th arrondissement of ParisFrance,,,rue Guy-Môquet,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Havre - Caumartin (Paris Metro),,,"Saint-Lazare (Pont de Levallois – Bécon, Paris Métro Line 3)Opéra (Gallieni, Paris Métro Line 3)Saint-Augustin (Pont de Sèvres, Paris Métro Line 9)Chaussée d'Antin – La Fayette (Mairie de Montreuil, Paris Métro Line 9)",,,,,,,,,,,Paris Métro Line 3Paris Métro Line 9,,,,19 October 1904,,,,,,,,AuberHaussmann – Saint-LazareQ56707924,,,,"48° 52′ 25.25″ N, 2° 19′ 38.35″ E",,,"9th arrondissement of Paris, Paris, Grand Paris, France",,,rue du Havrerue de Caumartin,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Hoche (Paris Metro),,,"Porte de Pantin (Place d'Italie, Paris Métro Line 5)Église de Pantin (Bobigny – Pablo Picasso, Paris Métro Line 5)",,,,,,,,,,,Paris Métro Line 5,,,,12 October 1942,,,,,,,1942,,,,,"48° 53′ 29″ N, 2° 24′ 11.02″ E",,,"Pantin, arrondissement of Bobigny, Seine-Saint-Denis, Île-de-France, Metropolitan France, France",,,rue Hoche,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Haxo (Paris Metro),,,,,,,,,,,,,,Paris Métro Line 3bis,,,,,,,,,,,1921,,,,,"48° 52′ 43″ N, 2° 24′ 06″ E",,,"19th arrondissement of Paris, Paris, Grand Paris, France",,,,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Iéna (Paris Metro),,,"Trocadéro (Pont de Sèvres, Paris Métro Line 9)Alma - Marceau (Mairie de Montreuil, Paris Métro Line 9)",,,,,,,,,,,Paris Métro Line 9,,,,27 May 1923,,,,,,,1923,,,,,"48° 51′ 52.81″ N, 2° 17′ 37.61″ E",,,"16th arrondissement of Paris, Paris, Grand Paris, France",,,avenue d'Iéna,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Invalides (Paris Metro),,,"La Tour-Maubourg (Balard, Paris Métro Line 8)Concorde (Pointe du Lac, Paris Métro Line 8)Varenne (Châtillon - Montrouge, Paris Métro Line 13)Champs-Élysées - Clemenceau (Les Courtilles, Saint-Denis – Université, Paris Métro Line 13)Champs-Élysées - Clemenceau (La Défense, Château de Vincennes, Paris Métro Line 1)",,,,,,,,,,,Paris Métro Line 8Paris Métro Line 13RER C,,,,24 December 1913,Invalides,,,,,,1913,Invalides,,,,"48° 51′ 38.99″ N, 2° 18′ 52.99″ E",,,"7th arrondissement of Paris, Paris, Grand Paris, France",,,Les Invalides,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Hôtel de Ville (Paris Metro),,,"Châtelet (La Défense, Paris Métro Line 1)Saint-Paul (Le Marais) (Château de Vincennes, Paris Métro Line 1)Châtelet (Châtelet, Paris Métro Line 11)Rambuteau (Rosny-Bois-Perrier, Paris Métro Line 11)",,,,,,,,,,,"Paris Métro Line 1 (Saint-Paul (Le Marais), Châtelet)Paris Métro Line 11 (Châtelet, Arts et Métiers)",,,,19 July 1900 (Paris Métro Line 1),"Hôtel de Ville, ParisCity Hall Station",,,,,,1900,,,,,"48° 51′ 27.32″ N, 2° 21′ 05.71″ E",,,"4th arrondissement of Paris, Paris Centre, Paris, Grand Paris, France",,,,,,RATP (1949–)Compagnie du chemin de fer métropolitain de Paris (1900–1948),RATP (1949–)Compagnie du chemin de fer métropolitain de Paris (1900–1948),,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Issy (Paris Metro),,,"Pont de Sèvres (Pont de Sèvres, Paris Métro Line 15)Fort d'Issy - Vanves - Clamart (Noisy - Champs, Paris Métro Line 15)",,,,,,,,,,,Paris Métro Line 15,,,,,,,,,,,,Issy,,,,"48° 49′ 15.96″ N, 2° 15′ 35.78″ E",,,"Issy-les-Moulineaux, arrondissement of Boulogne-Billancourt, Hauts-de-Seine, Île-de-France, Metropolitan France, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Jacques Bonsergent (Paris Metro),,,"République (Place d'Italie, Paris Métro Line 5)Gare de l'Est (Bobigny – Pablo Picasso, Paris Métro Line 5)",,,,,,,,,,,Paris Métro Line 5,,,,17 December 1906,,,,,,,,,,,,"48° 52′ 16″ N, 2° 21′ 38.02″ E",,,"10th arrondissement of Paris, Paris, Grand Paris, France",,,place Jacques-Bonsergent (1946–),,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Jasmin (Paris Metro),,,"Michel-Ange – Auteuil (Pont de Sèvres, Paris Métro Line 9)Ranelagh (Mairie de Montreuil, Paris Métro Line 9)",,,,,,,,,,,Paris Métro Line 9,,,,8 November 1922,,,,,,,1922,,,,,"48° 51′ 06.01″ N, 2° 16′ 04.01″ E",,,"16th arrondissement of Paris, Paris, Grand Paris, France",,,rue JasminJacques Jasmin,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Jaurès (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 52′ 57″ N, 2° 22′ 13″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javel - André Citroën (Paris Metro),,,"Église d'Auteuil (Boulogne – Pont de Saint-Cloud, Paris Métro Line 10)Charles Michels (Gare d'Austerlitz, Paris Métro Line 10)Mirabeau (Paris Métro Line 10)",,,,,,,,,,,Paris Métro Line 10,,,,30 September 1913,,,,,,,,Gare de Javel,,,,"48° 50′ 46″ N, 2° 16′ 43″ E",,,"15th arrondissement of Paris, Paris, Grand Paris, France",,,Javelquai André-Citroën,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Jourdain (Paris Metro),,,"Pyrénées (Châtelet, Paris Métro Line 11)Place des Fêtes (Rosny-Bois-Perrier, Paris Métro Line 11)",,,,,,,,,,,Paris Métro Line 11,,,,28 April 1935,,,,,,,,,,,,"48° 52′ 30″ N, 2° 23′ 26.99″ E",,,19th arrondissement of Paris20th arrondissement of ParisFrance,,,rue du Jourdain,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Jules Joffrin (Paris Metro),,,"Marcadet – Poissonniers (Mairie d'Aubervilliers, Paris Métro Line 12)Lamarck – Caulaincourt (Mairie d'Issy, Paris Métro Line 12)",,,,,,,,,,,Paris Métro Line 12,,,,31 October 1912,,,,,,,,,,,,"48° 53′ 33″ N, 2° 20′ 41″ E",,,"18th arrondissement of Paris, Paris, Grand Paris, France",,,,,,RATP (1949–)Compagnie du chemin de fer métropolitain de Paris (1930–1948)Nord-Sud Company (1912–1929),RATP (1949–)Compagnie du chemin de fer métropolitain de Paris (1930–1948)Nord-Sud Company (1912–1929),,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Jussieu (Paris Metro),,,"Place Monge (Villejuif - Louis Aragon, Mairie d'Ivry, Paris Métro Line 7)Sully – Morland (La Courneuve - 8 Mai 1945, Paris Métro Line 7)Cardinal Lemoine (Boulogne – Pont de Saint-Cloud, Paris Métro Line 10)Gare d'Austerlitz (Gare d'Austerlitz, Paris Métro Line 10)",,,,,,,,,,,Paris Métro Line 7Paris Métro Line 10,,,,26 April 1931,,,,,,,,,,,,"48° 50′ 45.79″ N, 2° 21′ 20.66″ E",,,"5th arrondissement of Paris, Paris, Grand Paris, France",,,place Jussieu,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Kléber (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 52′ 15″ N, 2° 17′ 35″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Kremlin-Bicêtre (Paris Metro),,,"Villejuif – Léo Lagrange (Villejuif - Louis Aragon, Paris Métro Line 7)Maison Blanche (La Courneuve - 8 Mai 1945, Paris Métro Line 7)",,,,,,,,,,,Paris Métro Line 7,,,,10 December 1982,,,,,,,1982,,,,,"48° 48′ 36″ N, 2° 21′ 43.2″ E",,,"Le Kremlin-Bicêtre, Val-de-Marne, Île-de-France, Metropolitan France, France",,,Le Kremlin-Bicêtre,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Hôpital Bicêtre (Paris Metro),,,"Maison Blanche (Saint-Denis Pleyel, Paris Métro Line 14)Villejuif - Gustave Roussy (Aéroport d'Orly, Paris Métro Line 14)",,Dominique Perrault,,,,,,,,,Paris Métro Line 14,,,,24 June 2024,,,,,,,,,,,,"48° 48′ 35″ N, 2° 20′ 59″ E",,,"Le Kremlin-Bicêtre, Val-de-Marne, Île-de-France, Metropolitan France, France",,,Bicêtre Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Lamarck - Caulaincourt (Paris Metro),,,"Jules Joffrin (Mairie d'Aubervilliers, Paris Métro Line 12)Abbesses (Mairie d'Issy, Paris Métro Line 12)",,,,,,,,,,,Paris Métro Line 12,,,,31 October 1912,,,,,,,,,,,,"48° 53′ 23″ N, 2° 20′ 19″ E",,,"18th arrondissement of Paris, Paris, Grand Paris, France",,,rue Lamarckrue Caulaincourt,,,RATP (1949–)Compagnie du chemin de fer métropolitain de Paris (1930–1948)Nord-Sud Company (1912–1929),RATP (1949–)Compagnie du chemin de fer métropolitain de Paris (1930–1948)Nord-Sud Company (1912–1929),,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Laumière (Paris Metro),,,"Jaurès (Place d'Italie, Paris Métro Line 5)Ourcq (Bobigny – Pablo Picasso, Paris Métro Line 5)",,,,,,,,,,,Paris Métro Line 5,,,,12 October 1942,,,,,,,1942,,,,,"48° 53′ 06″ N, 2° 22′ 43″ E",,,"19th arrondissement of Paris, Paris, Grand Paris, France",,,avenue de Laumière,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Ledru-Rollin (Paris Metro),,,"Bastille (Balard, Paris Métro Line 8)Faidherbe – Chaligny (Pointe du Lac, Paris Métro Line 8)",,,,,,,,,,,Paris Métro Line 8,,,,5 May 1931,,,,,,,1931,,,,,"48° 51′ 04.8″ N, 2° 22′ 34″ E",,,11th arrondissement of Paris12th arrondissement of ParisFrance,,,avenue Ledru-Rollin,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Liberté (Paris Metro),,,"Porte de Charenton (Balard, Paris Métro Line 8)Charenton – Écoles (Pointe du Lac, Paris Métro Line 8)",,,,,,,,,,,Paris Métro Line 8,,,,5 October 1942,Liberté ,,,,,,1942,,,,,"48° 49′ 32.99″ N, 2° 24′ 24.98″ E",,,"Charenton-le-Pont, Val-de-Marne, Île-de-France, Metropolitan France, France",,,avenue de la Liberté,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Liège (Paris Metro),,,"Place de Clichy (Les Courtilles, Saint-Denis – Université, Paris Métro Line 13)Saint-Lazare (Châtillon - Montrouge, Paris Métro Line 13)",,,,,,,,,,,Paris Métro Line 13,,,,26 February 1911,,,,,,,1911,,,,,"48° 52′ 47″ N, 2° 19′ 37″ E",,,8th arrondissement of Paris9th arrondissement of ParisFrance,,,Battle of Liège,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Louis Blanc (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 52′ 52″ N, 2° 21′ 53″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louise Michel (Paris Metro),,,"Anatole France (Pont de Levallois – Bécon, Paris Métro Line 3)Porte de Champerret (Gallieni, Paris Métro Line 3)",,,,,,,,,,,Paris Métro Line 3,,,,24 September 1937,Louise Michel,,,,,,,,,,,"48° 53′ 19.49″ N, 2° 17′ 16.23″ E",,,"Levallois-Perret, Hauts-de-Seine, Île-de-France, Metropolitan France, France",,,Louise Michel (1946–),,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Lourmel (Paris Metro),,,"Balard (Balard, Paris Métro Line 8)Boucicaut (Pointe du Lac, Paris Métro Line 8)",,,,,,,,,,,Paris Métro Line 8,,,,27 July 1937,,,,,,,,,,,,"48° 50′ 19″ N, 2° 16′ 54.01″ E",,,"15th arrondissement of Paris, Paris, Grand Paris, France",,,rue de Lourmel,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
Louvre - Rivoli (Paris Metro),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48° 51′ 37.9″ N, 2° 20′ 27.6″ E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabillon (Paris Metro),,,"Sèvres–Babylone (Boulogne – Pont de Saint-Cloud, Paris Métro Line 10)Odéon (Gare d'Austerlitz, Paris Métro Line 10)",,,,,,,,,,,Paris Métro Line 10,,,,10 March 1925,,,,,,,1925,,,,,"48° 51′ 10.01″ N, 2° 20′ 07.01″ E",,,"6th arrondissement of Paris, Paris, Grand Paris, France",,,rue Mabillon,,,RATP,RATP,,,,,,,,,,,,,,,,,,,,,,Paris Métro,,,,,,,,,
